V1,FSC.A,FSC.PMT.A,SSC.A,BB515.CD117,PerCPCy5.5.CD16.32,Comp.FSC.PMT.A,PE.CD115,PECF594.CD135,Comp.GYG.670.A,PECy5.5.CD3e,PECy7.CD80,DL800.SA.Bio.Ly6G,Comp.LG.562.A,Comp.O.610.A,APC.BrdU,AF700.CD45,APCCy7.CD48,BUV395.CD11b,LiveDead.Blue,BUV615.Siglec.F,BUV661.NK1.1,BUV737.B220,BUV805.CD8a,BV421.CD34,V500.MHCII,BV570.CD4,BV605.Ly6C,BV650.CD150,BV711.SCA.1,Comp.V.750.A,BV785.CD11c,FileName,FileNo,Sample,Group,Batch,FlowSOM_cluster,FlowSOM_metacluster,UMAP_42_X,UMAP_42_Y
476399,279,542,201,357,619,0,352,128,210,205,482,364,239,237,418,644,405,629,336,358,186,381,200,408,367,395,774,334,293,272,332,Bone marrow_WNV D7 PBS 1_043_CD45+n=1e4,7,07_WNV_01,WNV,1,83,32,6.78042297093349,-2.19188002897148
61003,533,627,235,313,635,0,234,362,229,233,541,332,250,230,585,622,428,643,458,482,229,486,144,395,322,382,850,431,277,231,276,Bone marrow_WNV D7 PBS 1_043_CD45+n=1e4,7,07_WNV_01,WNV,1,74,26,6.99506778543409,-1.24058195015205
451269,298,524,71,321,385,337,213,400,219,601,398,303,250,220,352,690,419,273,408,325,236,176,194,413,281,648,247,552,733,227,325,Bone marrow_WNV D7 PBS 1_043_CD45+n=1e4,7,07_WNV_01,WNV,1,70,24,5.58470934237899,3.04647032016626
560822,252,509,127,326,504,320,214,210,229,234,221,363,232,234,255,519,240,686,181,372,237,265,245,200,236,348,545,271,391,238,261,Bone marrow_WNV D7 PBS 1_043_CD45+n=1e4,7,07_WNV_01,WNV,1,54,1,-1.96183262926516,-3.06931337058277
558909,395,592,109,304,522,406,239,165,239,252,360,518,228,232,299,601,311,693,355,360,218,343,229,306,289,305,536,237,463,209,269,Bone marrow_WNV D7 PBS 1_043_CD45+n=1e4,7,07_WNV_01,WNV,1,22,1,-3.25814820461761,-4.21540214396412
558765,471,600,185,510,516,460,239,267,236,259,322,315,237,234,517,549,288,685,312,370,223,356,235,367,318,379,635,371,496,233,222,Bone marrow_WNV D7 PBS 1_043_CD45+n=1e4,7,07_WNV_01,WNV,1,53,1,-0.148368443661876,-4.04533480318898
146474,419,595,150,435,604,0,239,311,200,142,411,285,211,231,590,584,385,669,373,341,226,255,239,359,320,347,572,285,436,243,316,Bone marrow_WNV D7 PBS 1_043_CD45+n=1e4,7,07_WNV_01,WNV,1,73,19,-0.646033768233292,-3.6111113276681
551604,281,485,154,817,511,0,277,309,227,234,453,316,238,240,332,558,465,303,383,357,208,341,240,308,245,312,366,237,522,225,283,Bone marrow_WNV D7 PBS 1_043_CD45+n=1e4,7,07_WNV_01,WNV,1,88,28,4.60447924153053,0.43638626603537
130117,214,499,93,268,560,0,242,246,233,192,416,557,230,244,258,589,317,704,213,350,245,284,238,334,293,314,562,308,473,233,174,Bone marrow_WNV D7 PBS 1_043_CD45+n=1e4,7,07_WNV_01,WNV,1,14,1,-4.12225262648818,-4.63789359363553
118313,217,500,76,228,554,0,229,219,224,231,187,297,228,236,335,530,337,237,320,335,226,233,251,256,265,316,566,255,444,230,257,Bone marrow_WNV D7 PBS 1_043_CD45+n=1e4,7,07_WNV_01,WNV,1,69,16,4.81957943283025,2.08779881255297
433143,374,585,68,265,503,146,239,187,207,240,293,339,227,234,239,624,388,336,276,353,249,800,117,253,513,296,246,446,374,240,310,Bone marrow_WNV D7 PBS 1_043_CD45+n=1e4,7,07_WNV_01,WNV,1,29,5,-2.69417076599807,8.69341822737946
488809,232,513,76,316,432,240,222,347,251,343,489,297,238,217,336,727,365,168,439,327,719,199,217,355,318,507,487,535,714,199,257,Bone marrow_WNV D7 PBS 1_043_CD45+n=1e4,7,07_WNV_01,WNV,1,47,12,5.27291984624621,4.27152923042691
234901,687,663,366,551,593,549,243,264,191,251,413,530,240,226,683,612,216,746,509,392,193,354,218,313,299,371,665,363,326,227,259,Bone marrow_WNV D7 PBS 1_043_CD45+n=1e4,7,07_WNV_01,WNV,1,51,1,-1.04518791717575,-4.81353270453724
340370,259,538,169,445,533,0,473,462,173,202,294,287,224,235,488,531,396,291,493,341,193,305,233,430,359,404,667,271,425,236,250,Bone marrow_WNV D7 PBS 1_043_CD45+n=1e4,7,07_WNV_01,WNV,1,97,34,5.46297607211103,-0.681667073010273
186457,157,466,97,383,597,0,237,189,193,195,334,462,233,254,398,592,282,724,405,353,206,337,196,229,241,355,637,152,335,211,320,Bone marrow_WNV D7 PBS 1_043_CD45+n=1e4,7,07_WNV_01,WNV,1,32,1,-3.293506760479,-4.36888493614202
348191,283,530,137,245,559,88,256,246,184,207,313,455,232,222,319,597,234,617,270,335,201,340,243,285,251,242,577,180,327,232,238,Bone marrow_WNV D7 PBS 1_043_CD45+n=1e4,7,07_WNV_01,WNV,1,33,1,-3.56186047088638,-3.29909144662632
14014,261,542,276,585,579,0,252,165,230,219,386,296,238,232,323,477,276,680,441,449,244,346,275,379,345,376,713,201,367,211,282,Bone marrow_WNV D7 PBS 1_043_CD45+n=1e4,7,07_WNV_01,WNV,1,61,19,0.587804587770779,-3.84439660655
374589,496,601,386,500,702,0,273,456,206,220,576,281,226,242,534,654,507,569,477,470,234,369,198,426,520,581,673,516,423,221,426,Bone marrow_WNV D7 PBS 1_043_CD45+n=1e4,7,07_WNV_01,WNV,1,91,38,10.2842118313832,1.99367169903177
262111,314,564,138,321,502,396,236,237,250,266,342,386,237,227,256,560,291,631,406,369,249,509,198,239,332,261,527,297,465,223,215,Bone marrow_WNV D7 PBS 1_043_CD45+n=1e4,7,07_WNV_01,WNV,1,55,1,-2.98145245263456,-3.4418819429025
146795,309,568,115,274,576,40,276,258,226,205,458,489,236,227,289,632,263,699,325,351,205,368,242,316,248,366,533,287,395,234,245,Bone marrow_WNV D7 PBS 1_043_CD45+n=1e4,7,07_WNV_01,WNV,1,33,1,-3.87825507857854,-3.38351900142692
260072,151,467,88,285,441,280,259,246,258,296,488,564,230,230,271,686,349,828,214,347,284,386,216,280,279,356,597,282,566,210,192,Bone marrow_WNV D7 PBS 1_043_CD45+n=1e4,7,07_WNV_01,WNV,1,2,1,-4.46675920608533,-4.33957176624345
509978,415,586,219,350,510,0,330,531,150,232,399,328,247,228,641,679,581,451,440,315,219,268,220,387,375,513,869,494,571,235,304,Bone marrow_WNV D7 PBS 1_043_CD45+n=1e4,7,07_WNV_01,WNV,1,74,26,7.13912522519898,-1.26269097489742
496855,756,658,186,418,546,528,243,346,234,256,447,537,225,215,327,629,353,738,515,343,220,409,213,199,306,392,625,339,533,184,272,Bone marrow_WNV D7 PBS 1_043_CD45+n=1e4,7,07_WNV_01,WNV,1,5,1,-2.38368236833092,-4.71089000635557
132629,205,512,84,296,356,269,208,285,275,565,233,381,249,240,349,761,487,311,383,338,499,306,197,340,300,379,382,315,544,241,308,Bone marrow_WNV D7 PBS 1_043_CD45+n=1e4,7,07_WNV_01,WNV,1,47,12,5.29473023007804,4.0207176960453
349983,257,542,69,268,417,418,178,317,238,478,102,246,226,226,259,724,405,104,383,325,270,196,549,327,305,372,621,305,587,254,209,Bone marrow_WNV D7 PBS 1_043_CD45+n=1e4,7,07_WNV_01,WNV,1,90,37,6.44617260263968,4.36110989031224
472362,184,484,109,315,607,0,263,144,194,188,434,298,235,231,339,557,211,654,351,389,225,285,225,288,256,321,573,227,310,216,374,Bone marrow_WNV D7 PBS 1_043_CD45+n=1e4,7,07_WNV_01,WNV,1,54,1,-2.08179588932084,-2.74694836656775
