PECy5-5 CD3e,PECy7 CD16-32,DL800 Ly6G,AF700 CD45,APCCy7 CD48,BUV395 CD11b,BUV737 B220,BV605 Ly6C
3131.38,74.9987,-2693.76,6116.62,2458.58,1127.21,-379.922,15312.2
-177.391,795.473,-488.53,373.833,1356.65,5662.12,229.391,11768.3
15.6522,366.292,-670.429,1403.4,2429.12,403.1,10718.6,836.113
69.6853,3215.01,2983.34,830.86,248.829,9994.63,106.554,2137.46
-58.615,2321.91,5843.02,1499.27,221.735,20352.1,142.83,3172.55
480.368,11797.6,-497.695,4926.17,5213.69,16869.8,-130.187,24329.2
-75.4295,3949.05,-388.931,843.928,467.197,15096.3,332.466,4865.97
-124.612,10361.9,-164.955,2377.35,4663.76,7901.13,-7.9998,26411
2038.06,-459.684,-883.677,11989.8,10350.8,818.449,10945,6913.55
59.7872,3674.46,4461.21,802.945,-96.0376,16391.1,215.004,2428.25
144.927,4527.32,5231.52,1337.68,351.058,10711.5,156.311,3280.28
-6.61317,74.2262,-615.108,824.788,1875.11,1032.77,6107.91,593.194
98.0028,1131.49,399.031,4588.09,12630,12351.7,286.251,23023.8
3998.82,-269.869,-3613.42,2701.45,1142.22,344.868,-270.531,175.623
98.7903,15764.6,-862.236,1178.88,1584.6,3095.42,82.9043,4257.93
422.65,1026.02,-443.558,2278.85,2779.58,152.777,23626.5,27661
-49.6066,839.175,-333.39,1840.86,2916.86,157.008,30231.1,1584.77
145.062,2309.41,7257.07,1890.51,1089.3,17451,278.025,5040.11
136.835,190.236,-1249.8,414.975,2475.29,30.6611,6547.66,233.588
40.5173,5880.46,3581.17,1357.6,615.33,13116.1,200.746,1550.87
18.4127,1217.76,-490.944,2827.59,2048.62,824.134,26128.1,2061.73
-87.0255,4653.22,-1052.43,2394.77,3239.46,11139.8,241.367,23033.1
1931.72,-226.074,-1677.55,8334.56,5565.56,1156.67,-76.6479,26412.1
-73.2129,753.699,-891.587,3093.31,1984.85,-136.34,21685,1079.77
-132.475,4570.85,574.672,1303.35,1545.9,12096.3,108.101,4077.05
