PECy5-5 CD3e,PECy7 CD16-32,DL800 Ly6G,AF700 CD45,APCCy7 CD48,BUV395 CD11b,BUV737 B220,BV605 Ly6C
8.74174,48.5549,-301.146,-123.034,145.442,1418.01,26.1221,581.556
-230.399,8657.26,1005.23,3573.58,3250.14,10364.6,1240.26,5891.94
-97.9498,4422.95,6030.24,2171.95,403.974,11584,-167.384,5741.34
-73.4508,4939.1,2966.14,1449.18,788.691,12667.5,249.711,1693.64
58.5998,5925.05,5762.5,2747.12,947.233,17677.5,182.638,2595.92
30.6606,551.582,-1007.28,5188.7,2852.45,-639.816,27626.6,-189.945
281.162,6880.06,-218.552,3158.34,6510.66,9971.33,-127.168,26213.8
1233.9,-228.762,-1184.88,6570.7,1768.57,679.158,-144.995,10667.7
688.831,1405.75,136.581,17667.2,4867.76,6472.63,2048.25,1639.8
-18.0855,3991.72,4531.95,1590.67,525.307,8450.67,245.553,1585.37
666.222,4052.85,770.315,2344.06,3687.09,3491.04,781.98,21966.9
226.77,1368.31,-838.925,1307.63,1251.65,5338.48,719.774,11275.1
-23.9279,805.954,-1787.76,1677.52,8566.6,1648.42,-703.594,2018.32
15.8989,-131.272,958.249,3838.56,4182.96,933.261,24409.3,-28.6372
-58.3727,4518.23,7831.21,1921.1,1558.62,17618.8,177.306,2240.77
-4.31194,-244.011,114.337,709.704,4082.59,196.787,8745.49,862.567
150.699,5352.95,14524.4,4045.97,1731.62,33119,178.364,6527.63
-54.6239,7125.72,-225.968,1452.53,3774.77,1499.99,-70.082,703.436
190.734,216.395,719.645,4499.13,4606.94,1388.43,27983.1,19160.7
51.2113,2914.43,11389,2048.88,262.853,13052.6,491.044,4397.12
2890.37,82.7158,-2850.37,5284.33,1868.31,275.568,-203.125,8329.5
29.3742,3922.08,8329.55,1357.34,450.972,9089.23,218.776,1297.2
-39.0271,251.031,854.573,3058.36,1928.95,265.481,22462.2,211.175
-425.645,7902.82,-209.049,2272.92,-106.083,17576.9,603.778,10276.7
-48.3758,5162.32,3420.2,1674.66,536.86,9840.81,-30.1449,4968.05
-115.932,5770.43,-217.854,543.444,4918.71,14261.1,53.2228,17951.9
66.7387,4322.89,-942.343,2697.31,3866.93,7574.8,-72.2016,30674.8
-36.644,572.337,595.522,2575.76,683.194,491.001,21601.6,541.893
265.649,346.07,-283.032,169.128,2828.25,402.703,4984.94,294.985
99.6174,5074.37,1265.84,2155.29,1104.69,11877.2,175.607,1566.74
-219.457,2606.09,245.555,2389.64,6481.61,2181.17,373.458,16990.4
46.1829,11847.7,-1004.51,5012.48,3196.09,1432.21,184.029,1132.01
77.444,3106.99,8103.27,3077.32,411.555,28751.9,381.748,3236.72
-70.9854,8363.15,7438.72,4551.37,5082.73,19740.7,998.279,5443.7
280.021,2557.09,-1223.12,961.716,1727.44,5361.02,510.399,24034.7
-65.8451,3404.56,14969.5,3529.61,274.98,34832.1,72.3404,3635.42
46.9114,2379.81,3519.28,870.231,390.846,10336.7,226.525,2290.96
-80.0407,515.005,1235.7,205.923,-106.336,972.051,-103.339,643.16
110.099,7809.84,-410.859,3753.86,2223.24,941.423,307.083,1383.19
229.765,6738.92,-443.532,4856.03,5988.09,11710.5,69.6912,39309.6
183.535,1039.43,644.481,3265.85,1768.73,-53.6835,27957.4,3229.49
4255.81,-277.631,-1032.68,3944.31,2195.31,1104.97,254.914,426.017
188.567,3065.4,5556.77,1331.19,437.032,8272.29,263.597,1210.07
13.7772,688.183,1263.85,1613.06,2573.13,1667.97,-582.338,492.104
-385.286,1203.4,500.072,6715.88,9909.76,4209.75,-381.507,7319.1
-2.96269,373.577,1288.32,936.55,-483.522,553.822,8449.5,113.692
-34.1128,7312.12,69.2869,5535.47,3702.36,4238.88,390.351,791.786
-151.791,3387.5,9893.6,1483.65,-254.5,8165.62,15.1447,3766.84
30.2913,5665.05,1333.83,606.488,-703.151,6229.54,222.122,7907.34
191.668,2229.97,-384.051,728.845,915.089,2227.58,215.945,5064.91
58.0058,4229.83,1793.06,854.704,463.084,7723.49,246.479,5752.24
-23.2765,586.45,861.192,246.176,905.333,708.232,5467.67,146.316
221.658,-66.9223,575.733,287.023,2238.65,427.746,4552.95,385.135
6.07061,4988.4,8412.62,1901.57,357.734,12248.7,103.337,2641.87
27.0972,8570.42,-896.174,5039,6363.67,12074,293.714,18739.9
262.581,3509.69,3407.36,943.236,-34.691,11734.6,97.9356,2092.68
29.2496,2208.52,-278.603,366.756,2719.22,11591.3,-13.517,14953.2
3024.06,2427.44,-978.828,6967.77,4324.74,1631.07,-536.729,2974.64
5.87047,545.274,66.2944,559.605,989.072,807.646,7423.5,1005.01
322.298,3734.33,-715.326,1262.88,5257.46,2699.64,-867.143,37243.3
-190.793,4997.6,3893.69,1256.58,117.053,9049.36,-71.3653,2618.69
-80.2933,5649.92,10618.1,1922.77,362.781,27824.6,250.445,2327.81
72.7951,3309.09,11359.3,3561.66,799.795,38008.7,484.32,2409.64
58.9706,2574.65,-268.483,851.542,895.411,1451.32,22.9555,195.263
199.987,7641.75,-990.62,3305.7,4716.36,9601.93,128.274,26510
52.0081,400.332,-1699.76,2508.95,1967.41,-57.3997,14470.9,6834.13
-234.849,2817.34,-1737.66,5564.15,15023,2841.47,771.45,39715.6
786.45,8676.46,-814.18,9060.35,18048.7,11913.4,-708.286,79681.9
-29.569,412.06,-774.899,2111.64,5325.48,422.25,13832.3,1311.88
-62.4108,860.921,-470.645,799.015,3224.56,634.567,6480.11,1085.81
256.742,5600.91,8196.77,2733.33,1931.28,13025.3,-125.52,8432.82
34.1171,3414.19,8957.01,1383.84,-29.1727,9137.34,-262.142,3061.39
106.039,5261.15,10726.7,3115.82,1654.68,15140.5,-155.493,3182.56
22.7914,4708.42,3008.36,1971.56,2163.34,10839,-0.460514,2894.26
-118.304,4539.13,1670.04,1392.78,995.647,15135.7,118.716,3310.69
1981.39,-407.384,-525.058,15596,7125.14,895.858,3924.61,230.405
-59.1395,5004.68,5467.81,1783.09,1677,10247,330.856,2560.51
74.9354,5209.73,7610.14,2251.09,3842.93,10008.6,92.2089,2852.72
153.391,4201.72,-1678.38,3622.26,9787.22,3964.75,-95.0245,2584.46
-136.096,3475.32,-367.805,617.011,1736.58,24386.1,29.3457,10833.1
7.75755,5062.65,6634.15,1559.83,582.251,9104.04,-14.4262,3094.82
40.7096,9742.09,171.38,6619.78,10448.6,21656.4,1092.04,22025.2
-285.895,7239.65,459.293,4564.25,5997.23,17298.6,-313.888,24842
98.222,4038.11,2747.31,1260.11,421.791,13102.2,348.483,2405.73
-140.231,-174.761,269.457,292.869,3280.18,958.682,5713.6,-76.986
-185.437,4806.71,-428.302,269.642,4995.65,2695.96,95.2809,6734.75
-72.4577,980.995,-704.729,2927.38,9339.08,4266.43,382.257,6438.41
28.3568,2203.07,-300.725,1789.81,6141.51,3238.33,-184.176,1379.49
