"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40"
"01_Mock_01",308,382.5,602.5,338,305,357,392,308.5,331.5,303,299,313,312,348,519,327,337,310,342,340,382,477.5,372.5,625.5,382,360.5,368.5,353,312,311,527,396,355,380,424.5,366.5,332,601.5,402.5,314.5
"02_Mock_02",313,396.5,614,351,306,347,382,301.5,333,305,303.5,315,312.5,391,537.5,318,311,307,350,340,412,417,362.5,644,390,372,350,344,317.5,304,538,389,359,399,414,362.5,318.5,630,504,348.5
"03_Mock_03",321,408.5,609,367,306,347,386,272,322,306,304.5,325,325.5,402,528.5,329,341.5,309,362,383.5,436,495,387.5,621,378,395,389,348,320,322,561,414,410,416,430.5,373,337,607,533.5,349
"04_Mock_04",312,399,601,334,305,325,411,318.5,321,297,307,342,348,382,520,319,321,300.5,340,343.5,347,444,352.5,606,365,369,282,337,317,301,527,390,358,384.5,397,365,330,641,286,318
"05_Mock_05",315,447,627,344.5,303,333,407,324,333,302,301,312,319,368,520,313,322,312,354,382,437,448,349,614.5,366,379,336,349,321,313,546,398,384,396,399.5,346,346,651.5,475,316
"06_Mock_06",312,352,601,348,305,394.5,393.5,318.5,337,302,315.5,334,325,356,501,325,345.5,299.5,345,345.5,365,457.5,370,646,340,367.5,332,341,327,294.5,536,390.5,364,377,395.5,370,334,628,475,337
"07_WNV_01",317,370,588,319,310,325,403.5,292,337,305,313,333,319,331,496,322,340,315,373,346,404,423,374.5,616,387,369,362,364,325.5,308,534,371,348.5,411,432,364.5,330,579,423,347
"08_WNV_02",315,423,590,315,303,326,409,309,334,299,326,337,317,354,524,315,313,299,353.5,337,410,444,359,619,365,372.5,376,352,326,311,536,403,370.5,410,421.5,383,337,607,435,350
"09_WNV_03",310,382,591.5,315,300,359,388,328.5,338,302,316,330,311,330,511,318,312,302,356,325.5,370,417,350,607,378.5,359,355,351,315,320,520,378,336,386,407,371.5,335,574.5,433,352
"10_WNV_04",321,418,596,314,306,338,409,322.5,338,302.5,309,326.5,312,360,554,322,352,300,373,360.5,358,449,365,609,379,380,373,360.5,331,308,531,405,369,413,428,382,342,610,430,359
"11_WNV_05",321,420,611.5,319,308,335,418,335.5,343,306,329,348,312,333,498,324,322,317,366,342.5,317.5,473,376,628,380,380,400,359,338.5,318,539,401.5,355,413,411.5,374,345,598,453,344
"12_WNV_06",325,424,601,316,307,380,412,332,346,308,327,330,281,357,527.5,330,324,329,384,364.5,379.5,446.5,414,611,404,380.5,373.5,367,333,315,541,417.5,381.5,427,420.5,388,352,585.5,456,365
