V1,FSC.A,FSC.PMT.A,SSC.A,BB515.CD117,PerCPCy5.5.CD16.32,Comp.FSC.PMT.A,PE.CD115,PECF594.CD135,Comp.GYG.670.A,PECy5.5.CD3e,PECy7.CD80,DL800.SA.Bio.Ly6G,Comp.LG.562.A,Comp.O.610.A,APC.BrdU,AF700.CD45,APCCy7.CD48,BUV395.CD11b,LiveDead.Blue,BUV615.Siglec.F,BUV661.NK1.1,BUV737.B220,BUV805.CD8a,BV421.CD34,V500.MHCII,BV570.CD4,BV605.Ly6C,BV650.CD150,BV711.SCA.1,Comp.V.750.A,BV785.CD11c,FileName,FileNo,Sample,Group,Batch,FlowSOM_cluster,FlowSOM_metacluster,UMAP_42_X,UMAP_42_Y
756200,167,465,91,403,534,0,225,276,210,188,417,605,228,226,348,665,307,774,232,343,162,341,193,337,298,328,632,385,468,225,149,Bone marrow_WNV D7 PBS 5_047_CD45+n=1e4,11,11_WNV_05,WNV,1,4,1,-3.65576506200468,-4.87665407680987
96845,296,546,119,261,576,0,482,141,161,205,398,225,231,229,423,702,501,742,460,323,207,429,267,317,264,321,845,251,397,224,283,Bone marrow_WNV D7 PBS 5_047_CD45+n=1e4,11,11_WNV_05,WNV,1,84,33,6.51127025918223,-2.31610905955926
713416,250,481,123,241,521,0,217,263,226,225,326,263,221,235,297,454,407,216,321,344,231,306,237,249,249,338,198,279,484,217,228,Bone marrow_WNV D7 PBS 5_047_CD45+n=1e4,11,11_WNV_05,WNV,1,58,16,4.60104096819291,2.03123947062321
889718,512,626,382,457,659,0,236,335,195,236,349,304,230,235,522,572,334,535,453,509,157,403,198,448,507,558,653,469,331,221,324,Bone marrow_WNV D7 PBS 5_047_CD45+n=1e4,11,11_WNV_05,WNV,1,92,31,10.4310884867386,1.91868987100394
885602,876,667,291,415,536,595,223,342,212,293,284,353,236,230,501,549,305,504,363,481,248,286,213,435,455,483,746,283,607,246,252,Bone marrow_WNV D7 PBS 5_047_CD45+n=1e4,11,11_WNV_05,WNV,1,92,31,10.5605201117523,1.81452909094547
884676,556,621,182,319,615,0,504,255,97,146,329,359,213,213,579,686,497,656,411,274,184,140,232,397,361,383,876,458,449,234,398,Bone marrow_WNV D7 PBS 5_047_CD45+n=1e4,11,11_WNV_05,WNV,1,75,26,7.44817548474008,-1.72476217439811
232232,318,569,89,262,568,64,213,181,185,187,338,599,232,232,389,631,266,719,142,335,143,266,269,360,291,263,671,325,450,228,219,Bone marrow_WNV D7 PBS 5_047_CD45+n=1e4,11,11_WNV_05,WNV,1,11,1,-5.31065551891644,-4.93589096416647
871197,373,573,118,360,502,468,215,210,228,235,306,511,226,249,291,560,265,675,300,359,224,298,226,253,232,352,542,281,442,232,250,Bone marrow_WNV D7 PBS 5_047_CD45+n=1e4,11,11_WNV_05,WNV,1,42,1,-3.00321537520497,-4.05841176012415
206193,282,534,66,249,462,423,237,207,234,271,216,201,230,230,310,624,302,179,296,342,236,818,356,237,443,326,214,382,562,232,152,Bone marrow_WNV D7 PBS 5_047_CD45+n=1e4,11,11_WNV_05,WNV,1,30,5,-2.23751995765316,7.79872131802798
187545,272,514,92,250,452,0,213,457,203,247,287,368,230,235,297,666,467,354,303,338,228,678,167,237,276,444,538,350,619,264,281,Bone marrow_WNV D7 PBS 5_047_CD45+n=1e4,11,11_WNV_05,WNV,1,27,7,-0.476980650858081,6.52003207247665
685512,231,508,122,280,554,2,191,282,201,194,279,405,232,214,300,505,248,663,299,348,203,294,195,278,276,375,524,333,471,220,146,Bone marrow_WNV D7 PBS 5_047_CD45+n=1e4,11,11_WNV_05,WNV,1,45,1,-3.10868923388034,-2.82921135938145
