"","Sample","Group","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40"
"1","01_Mock_01","Mock",1.05579014237136,0.923076923076923,0.77326968973747,1.39473684210526,0.937980986871888,1.13207547169811,1.01591895803184,0.882352941176471,1.00523560209424,0.729139072847682,1.10091743119266,1.06285714285714,0.848056537102474,1.22488038277512,1.42105263157895,1.16447368421053,1.1264367816092,1.5,1.01393258426966,1.08487084870849,1.06909090909091,1.11801242236025,0.920245398773006,0.982578397212544,0.9375,1.20117762512267,1.45454545454545,0.968858131487889,1.08292682926829,0.794344473007712,1.05976520811099,0.697674418604651,0.802513464991023,1.11713933415536,0.666666666666667,1.02536715620828,1.06140350877193,1.06666666666667,1.33333333333333,0.994475138121547
"2","02_Mock_02","Mock",1.04278614401555,0.692307692307692,0.959427207637232,1.18421052631579,0.892711634223631,0.849056603773585,0.894356005788712,1.23529411764706,0.942408376963351,0.84635761589404,0.770642201834862,0.822857142857143,0.975265017667845,1.21531100478469,0.947368421052632,1.04111842105263,0.896551724137931,0.794117647058823,1.05707865168539,1.04059040590406,1.06909090909091,0.745341614906832,1.06748466257669,0.700348432055749,1.1875,1.14818449460255,0.909090909090909,1.11418685121107,0.878048780487805,0.987146529562982,0.893276414087513,1.05752753977968,1.09874326750449,0.980271270036991,1.30769230769231,1.05740987983979,1.05263157894737,1.2,0.888888888888889,0.994475138121547
"3","03_Mock_03","Mock",0.969918911849333,1.15384615384615,1.14558472553699,0.552631578947368,1.14169307378904,1.86792452830189,0.807525325615051,1.05882352941176,1.03664921465969,1.19403973509934,1.15596330275229,1.2,1.4416961130742,0.889952153110048,0.821052631578947,0.912828947368421,0.735632183908046,0.617647058823529,0.871011235955056,0.841328413284133,0.872727272727273,1.22981366459627,0.993865030674847,1.03484320557491,0.854166666666667,0.606476938174681,0.727272727272727,0.788927335640138,1.40487804878049,1.45758354755784,0.88367129135539,1.32925336597307,0.958707360861759,0.824907521578298,0.871794871794872,1.24165554072096,0.921052631578947,1.4,0.444444444444444,0.895027624309392
"4","04_Mock_04","Mock",0.960502223384776,0.576923076923077,0.844868735083532,1.15789473684211,0.945224083295609,0.849056603773585,1.13748191027496,0.529411764705882,1.16230366492147,1.2705298013245,0.577981651376147,0.788571428571429,0.911660777385159,0.76555023923445,0.978947368421053,1.03125,1.24137931034483,0.882352941176471,0.973483146067416,0.885608856088561,0.894545454545455,0.708074534161491,0.957055214723926,0.878048780487805,0.916666666666667,0.980372914622179,0.909090909090909,1.01730103806228,0.790243902439024,0.994858611825193,1.28068303094984,0.969400244798042,1.06104129263914,0.976572133168927,0.82051282051282,0.897196261682243,1.03508771929825,0.933333333333333,0.777777777777778,0.828729281767956
"5","05_Mock_05","Mock",0.929785882440865,1.73076923076923,1.14558472553699,0.736842105263158,1.20597555454957,0.622641509433962,1.01591895803184,1.23529411764706,0.816753926701571,1.03013245033113,0.963302752293578,1.13142857142857,0.975265017667845,0.813397129186603,0.978947368421053,0.907894736842105,0.988505747126437,0.617647058823529,0.854831460674157,1.04059040590406,0.763636363636364,1.00621118012422,0.993865030674847,1.02439024390244,0.9375,0.927379784102061,1.18181818181818,1.05882352941176,1.02439024390244,1.44215938303342,1.19103521878335,1.18237454100367,1.14721723518851,0.98766954377312,1.07692307692308,0.945260347129506,1.06140350877193,0.666666666666667,1.11111111111111,1.06077348066298
"6","06_Mock_06","Mock",1.04121669593812,0.923076923076923,1.13126491646778,0.973684210526316,0.876414667270258,0.679245283018868,1.1287988422576,1.05882352941176,1.03664921465969,0.929801324503311,1.43119266055046,0.994285714285714,0.848056537102474,1.09090909090909,0.852631578947368,0.942434210526316,1.01149425287356,1.58823529411765,1.22966292134831,1.1070110701107,1.33090909090909,1.19254658385093,1.06748466257669,1.37979094076655,1.16666666666667,1.13640824337586,0.818181818181818,1.05190311418685,0.819512195121951,0.323907455012853,0.691568836712914,0.763769889840881,0.931777378815081,1.1134401972873,1.25641025641026,0.833110814419226,0.868421052631579,0.733333333333333,1.44444444444444,1.22651933701657
"7","07_WNV_01","WNV",0.549904712081013,1.07692307692308,0.878281622911695,5.82456140350877,0.389316432775011,1.0188679245283,1.14616497829233,1.11764705882353,2.61780104712042,0.27682119205298,0.752293577981651,1.89714285714286,0.0848056537102473,0.146730462519936,0.778947368421053,0.585526315789474,0.521072796934866,1.58823529411765,0.686741573033708,0.472324723247232,0.203636363636364,1.46583850931677,0.539877300613497,0.815331010452962,1.48611111111111,1.67419038272816,2.84848484848485,0.715109573241061,1.17073170731707,0.447300771208226,0.855923159018143,1.58139534883721,0.560143626570916,0.774352651048089,0.743589743589744,1.01468624833111,1.90058479532164,1.73333333333333,8.07407407407407,2.3646408839779
"8","08_WNV_02","WNV",0.608646911550391,1.19230769230769,1.08830548926014,4.29824561403509,0.494341330918968,0.792452830188679,1.10564399421129,0.470588235294118,1.44502617801047,0.493377483443709,0.513761467889908,0.982857142857143,0.381625441696113,0.274322169059011,0.526315789473684,0.733552631578947,0.490421455938697,0.411764705882353,0.499775280898876,0.900369003690037,0.32,1.71428571428571,0.478527607361963,0.620209059233449,0.763888888888889,0.667320902845927,1.75757575757576,0.678200692041522,0.48780487804878,0.349614395886889,0.996798292422625,1.21909424724602,0.746858168761221,1.14673242909988,0.871794871794872,0.84913217623498,1.19883040935673,0.977777777777778,6.2962962962963,1.61325966850829
"9","09_WNV_03","WNV",0.790852359777288,0.730769230769231,0.553699284009546,3.28070175438596,0.220310849554851,0.490566037735849,1.0246020260492,0.705882352941176,2.40837696335079,0.0821192052980132,0.788990825688073,1.98857142857143,0.0424028268551237,0.0829346092503987,0.505263157894737,0.493421052631579,0.413793103448276,0.882352941176471,0.598651685393259,0.44280442804428,0.407272727272727,0.84472049689441,0.503067484662577,0.439024390243902,1.05555555555556,1.43473994111874,1.81818181818182,0.604382929642445,1.07317073170732,0.200514138817481,0.591248665955176,1.52753977968176,0.782764811490126,0.860665844636252,0.794871794871795,0.694259012016021,0.906432748538012,0.711111111111111,4.66666666666667,1.61325966850829
"10","10_WNV_04","WNV",0.56634654908262,1.5,0.935560859188544,6.70175438596491,0.481062320808812,0.792452830188679,1.16931982633864,0.705882352941176,2.28272251308901,0.328476821192053,0.642201834862385,1.55428571428571,0.183745583038869,0.114832535885167,0.568421052631579,0.654605263157895,0.42911877394636,1,0.433258426966292,0.738007380073801,0.276363636363636,1.3167701863354,0.576687116564417,0.843205574912892,1.08333333333333,0.971540726202159,1.21212121212121,0.618223760092272,0.917073170731707,0.390745501285347,1.25720384204909,1.3219094247246,0.771992818671454,0.922318125770654,0.794871794871795,1.25500667556742,1.75438596491228,1.02222222222222,5.40740740740741,2.14364640883978
